payment_attempt_id,invoice_id,payment_method_id,attempt_at,attempt_number,amount_local,currency_code,attempt_status,failure_reason,provider_response_code
payattempt_00000491,invoice_00000446,pm_00000059,2026-04-30 00:00:00,1,344.76,GBP,succeeded,,approved
payattempt_00000492,invoice_00000447,pm_00000059,2026-05-01 00:00:00,1,425.54,GBP,failed,insufficient_funds,51
payattempt_00000493,invoice_00000447,pm_00000059,2026-05-04 00:00:00,2,425.54,GBP,failed,insufficient_funds,51
payattempt_00000494,invoice_00000447,pm_00000059,2026-05-07 00:00:00,3,425.54,GBP,succeeded,,approved
payattempt_00000495,invoice_00000448,pm_00000059,2026-06-01 00:00:00,1,434.95,GBP,succeeded,,approved
payattempt_00000496,invoice_00000449,pm_00000060,2025-04-22 00:00:00,1,10208.45,CHF,succeeded,,approved
payattempt_00000497,invoice_00000450,pm_00000060,2026-04-01 00:00:00,1,8625.21,CHF,succeeded,,approved
payattempt_00000498,invoice_00000451,pm_00000061,2025-01-23 00:00:00,1,46.8,EUR,succeeded,,approved
payattempt_00000499,invoice_00000452,pm_00000061,2025-02-01 00:00:00,1,46.8,EUR,succeeded,,approved
payattempt_00000500,invoice_00000453,pm_00000061,2025-03-01 00:00:00,1,46.8,EUR,failed,technical_error,96
payattempt_00000501,invoice_00000453,pm_00000061,2025-03-04 00:00:00,2,46.8,EUR,succeeded,,approved
payattempt_00000502,invoice_00000454,pm_00000061,2025-04-01 00:00:00,1,50.54,EUR,succeeded,,approved
payattempt_00000503,invoice_00000455,pm_00000061,2025-05-01 00:00:00,1,50.54,EUR,succeeded,,approved
payattempt_00000504,invoice_00000456,pm_00000061,2025-06-01 00:00:00,1,50.54,EUR,succeeded,,approved
payattempt_00000505,invoice_00000457,pm_00000061,2025-07-01 00:00:00,1,66.1,EUR,succeeded,,approved
payattempt_00000506,invoice_00000458,pm_00000061,2025-08-01 00:00:00,1,66.1,EUR,succeeded,,approved
payattempt_00000507,invoice_00000459,pm_00000061,2025-09-01 00:00:00,1,66.1,EUR,failed,technical_error,96
payattempt_00000508,invoice_00000459,pm_00000061,2025-09-05 00:00:00,2,66.1,EUR,failed,insufficient_funds,51
payattempt_00000509,invoice_00000459,pm_00000061,2025-09-05 00:00:00,3,66.1,EUR,failed,mandate_missing,M01
payattempt_00000510,invoice_00000459,pm_00000061,2025-09-07 00:00:00,4,66.1,EUR,failed,insufficient_funds,51
payattempt_00000511,invoice_00000460,pm_00000061,2025-10-01 00:00:00,1,66.1,EUR,succeeded,,approved
payattempt_00000512,invoice_00000461,pm_00000061,2025-11-01 00:00:00,1,66.1,EUR,succeeded,,approved
payattempt_00000513,invoice_00000462,pm_00000061,2025-12-01 00:00:00,1,66.1,EUR,succeeded,,approved
payattempt_00000514,invoice_00000463,pm_00000061,2026-01-01 00:00:00,1,66.1,EUR,succeeded,,approved
payattempt_00000515,invoice_00000464,pm_00000061,2026-02-01 00:00:00,1,66.1,EUR,succeeded,,approved
payattempt_00000516,invoice_00000465,pm_00000061,2026-03-01 00:00:00,1,66.1,EUR,succeeded,,approved
payattempt_00000517,invoice_00000466,pm_00000061,2026-04-01 00:00:00,1,66.1,EUR,succeeded,,approved
payattempt_00000518,invoice_00000467,pm_00000061,2026-05-01 00:00:00,1,66.1,EUR,succeeded,,approved
payattempt_00000519,invoice_00000468,pm_00000061,2026-06-01 00:00:00,1,66.1,EUR,succeeded,,approved
payattempt_00000520,invoice_00000469,pm_00000062,2026-06-27 00:00:00,1,285.16,GBP,succeeded,,approved
payattempt_00000521,invoice_00000470,pm_00000063,2024-04-27 00:00:00,1,1616.3,SEK,succeeded,,approved
payattempt_00000522,invoice_00000471,pm_00000063,2024-05-01 00:00:00,1,1642.86,SEK,succeeded,,approved
payattempt_00000523,invoice_00000472,pm_00000063,2024-06-01 00:00:00,1,1650.66,SEK,succeeded,,approved
payattempt_00000524,invoice_00000473,pm_00000063,2024-07-01 00:00:00,1,1665.39,SEK,succeeded,,approved
payattempt_00000525,invoice_00000474,pm_00000063,2024-08-01 00:00:00,1,1690.2,SEK,succeeded,,approved
payattempt_00000526,invoice_00000475,pm_00000063,2024-09-01 00:00:00,1,1730.1,SEK,succeeded,,approved
payattempt_00000527,invoice_00000476,pm_00000063,2024-10-01 00:00:00,1,1764.29,SEK,succeeded,,approved
payattempt_00000528,invoice_00000477,pm_00000063,2024-11-01 00:00:00,1,1686.18,SEK,succeeded,,approved
payattempt_00000529,invoice_00000478,pm_00000063,2024-12-01 00:00:00,1,1705.36,SEK,succeeded,,approved
payattempt_00000530,invoice_00000479,pm_00000063,2025-01-01 00:00:00,1,1689.36,SEK,succeeded,,approved
payattempt_00000531,invoice_00000480,pm_00000063,2025-02-01 00:00:00,1,1714.14,SEK,succeeded,,approved
payattempt_00000532,invoice_00000481,pm_00000063,2025-03-01 00:00:00,1,1734.51,SEK,succeeded,,approved
payattempt_00000533,invoice_00000482,pm_00000063,2025-04-01 00:00:00,1,1854.44,SEK,failed,bank_decline,05
payattempt_00000534,invoice_00000482,pm_00000063,2025-04-05 00:00:00,2,1854.44,SEK,succeeded,,approved
payattempt_00000535,invoice_00000483,pm_00000063,2025-05-01 00:00:00,1,1841.54,SEK,succeeded,,approved
payattempt_00000536,invoice_00000484,pm_00000063,2025-06-01 00:00:00,1,1797.2,SEK,succeeded,,approved
payattempt_00000537,invoice_00000485,pm_00000063,2025-07-01 00:00:00,1,1512.57,SEK,succeeded,,approved
payattempt_00000538,invoice_00000486,pm_00000063,2025-08-01 00:00:00,1,1533.29,SEK,succeeded,,approved
payattempt_00000539,invoice_00000487,pm_00000063,2025-09-01 00:00:00,1,1553.72,SEK,succeeded,,approved
payattempt_00000540,invoice_00000488,pm_00000063,2025-10-01 00:00:00,1,1594.09,SEK,succeeded,,approved
payattempt_00000541,invoice_00000489,pm_00000063,2025-11-01 00:00:00,1,1604.6,SEK,succeeded,,approved
payattempt_00000542,invoice_00000490,pm_00000063,2025-12-01 00:00:00,1,1573.35,SEK,succeeded,,approved
payattempt_00000543,invoice_00000491,pm_00000063,2026-01-01 00:00:00,1,1551.02,SEK,succeeded,,approved
payattempt_00000544,invoice_00000492,pm_00000063,2026-02-01 00:00:00,1,1526.73,SEK,succeeded,,approved
payattempt_00000545,invoice_00000493,pm_00000063,2026-03-01 00:00:00,1,1521.22,SEK,succeeded,,approved
payattempt_00000546,invoice_00000494,pm_00000063,2026-04-01 00:00:00,1,1497.73,SEK,succeeded,,approved
payattempt_00000547,invoice_00000495,pm_00000063,2026-05-01 00:00:00,1,1509.1,SEK,succeeded,,approved
payattempt_00000548,invoice_00000496,pm_00000063,2026-06-01 00:00:00,1,1506.8,SEK,succeeded,,approved
payattempt_00000549,invoice_00000497,pm_00000064,2025-08-22 00:00:00,1,32077.7,EUR,succeeded,,approved
payattempt_00000550,invoice_00000498,pm_00000065,2024-03-04 00:00:00,1,489.29,EUR,succeeded,,approved
payattempt_00000551,invoice_00000499,pm_00000065,2025-03-01 00:00:00,1,489.29,EUR,succeeded,,approved
payattempt_00000552,invoice_00000500,pm_00000065,2026-03-01 00:00:00,1,528.41,EUR,succeeded,,approved
payattempt_00000553,invoice_00000501,pm_00000066,2025-07-19 00:00:00,1,172636.8,NOK,succeeded,,approved
payattempt_00000554,invoice_00000502,pm_00000067,2025-02-02 00:00:00,1,3384.07,EUR,succeeded,,approved
payattempt_00000555,invoice_00000503,pm_00000067,2026-02-01 00:00:00,1,3654.82,EUR,succeeded,,approved
payattempt_00000556,invoice_00000504,pm_00000068,2026-06-16 00:00:00,1,515.52,EUR,succeeded,,approved
payattempt_00000557,invoice_00000505,pm_00000069,2025-10-16 00:00:00,1,193440.81,EUR,succeeded,,approved
payattempt_00000558,invoice_00000506,pm_00000070,2026-05-05 00:00:00,1,48.62,EUR,succeeded,,approved
payattempt_00000559,invoice_00000507,pm_00000070,2026-06-01 00:00:00,1,48.62,EUR,succeeded,,approved
payattempt_00000560,invoice_00000508,pm_00000071,2026-02-04 00:00:00,1,737.7,EUR,succeeded,,approved
payattempt_00000561,invoice_00000509,pm_00000071,2026-03-01 00:00:00,1,737.7,EUR,succeeded,,approved
payattempt_00000562,invoice_00000510,pm_00000071,2026-04-01 00:00:00,1,737.7,EUR,succeeded,,approved
payattempt_00000563,invoice_00000511,pm_00000071,2026-05-01 00:00:00,1,737.7,EUR,succeeded,,approved
payattempt_00000564,invoice_00000512,pm_00000071,2026-06-01 00:00:00,1,737.7,EUR,succeeded,,approved
payattempt_00000565,invoice_00000513,pm_00000072,2025-05-22 00:00:00,1,26292.05,EUR,succeeded,,approved
payattempt_00000566,invoice_00000514,pm_00000072,2026-05-01 00:00:00,1,29935.45,EUR,succeeded,,approved
payattempt_00000567,invoice_00000515,pm_00000073,2025-04-07 00:00:00,1,1164.19,DKK,succeeded,,approved
payattempt_00000568,invoice_00000516,pm_00000073,2025-05-01 00:00:00,1,1147.25,DKK,succeeded,,approved
payattempt_00000569,invoice_00000517,pm_00000073,2025-06-01 00:00:00,1,1129.89,DKK,succeeded,,approved
payattempt_00000570,invoice_00000518,pm_00000073,2025-07-01 00:00:00,1,1078.14,DKK,succeeded,,approved
payattempt_00000571,invoice_00000519,pm_00000073,2025-08-01 00:00:00,1,1080.8,DKK,succeeded,,approved
payattempt_00000572,invoice_00000520,pm_00000073,2025-09-01 00:00:00,1,1080.51,DKK,succeeded,,approved
payattempt_00000573,invoice_00000521,pm_00000073,2025-10-01 00:00:00,1,1071.05,DKK,succeeded,,approved
payattempt_00000574,invoice_00000522,pm_00000073,2025-11-01 00:00:00,1,1071.05,DKK,succeeded,,approved
payattempt_00000575,invoice_00000523,pm_00000073,2025-12-01 00:00:00,1,1078.62,DKK,succeeded,,approved
payattempt_00000576,invoice_00000524,pm_00000073,2026-01-01 00:00:00,1,1071.05,DKK,succeeded,,approved
payattempt_00000577,invoice_00000525,pm_00000073,2026-02-01 00:00:00,1,1084.45,DKK,succeeded,,approved
payattempt_00000578,invoice_00000526,pm_00000073,2026-03-01 00:00:00,1,1071.05,DKK,succeeded,,approved
payattempt_00000579,invoice_00000527,pm_00000073,2026-04-01 00:00:00,1,1071.05,DKK,succeeded,,approved
payattempt_00000580,invoice_00000528,pm_00000073,2026-05-01 00:00:00,1,1071.05,DKK,succeeded,,approved
payattempt_00000581,invoice_00000529,pm_00000073,2026-06-01 00:00:00,1,1104.31,DKK,succeeded,,approved
payattempt_00000582,invoice_00000530,pm_00000074,2026-06-29 00:00:00,1,22222.35,EUR,succeeded,,approved
payattempt_00000583,invoice_00000531,pm_00000075,2025-10-20 00:00:00,1,4693.44,EUR,succeeded,,approved
payattempt_00000584,invoice_00000532,pm_00000076,2025-02-20 00:00:00,1,1250.69,EUR,succeeded,,approved
payattempt_00000585,invoice_00000533,pm_00000076,2025-03-01 00:00:00,1,1250.69,EUR,failed,mandate_missing,M01
payattempt_00000586,invoice_00000533,pm_00000076,2025-03-05 00:00:00,2,1250.69,EUR,failed,insufficient_funds,51
payattempt_00000587,invoice_00000533,pm_00000076,2025-03-09 00:00:00,3,1250.69,EUR,succeeded,,approved
payattempt_00000588,invoice_00000534,pm_00000076,2025-04-01 00:00:00,1,1454.85,EUR,succeeded,,approved
payattempt_00000589,invoice_00000535,pm_00000076,2025-05-01 00:00:00,1,1454.85,EUR,succeeded,,approved
payattempt_00000590,invoice_00000536,pm_00000076,2025-06-01 00:00:00,1,1454.85,EUR,succeeded,,approved
payattempt_00000591,invoice_00000537,pm_00000076,2025-07-01 00:00:00,1,1690.47,EUR,succeeded,,approved
payattempt_00000592,invoice_00000538,pm_00000076,2025-08-01 00:00:00,1,2165.28,EUR,succeeded,,approved
payattempt_00000593,invoice_00000539,pm_00000076,2025-09-01 00:00:00,1,2165.28,EUR,succeeded,,approved
payattempt_00000594,invoice_00000540,pm_00000076,2025-10-01 00:00:00,1,2165.28,EUR,succeeded,,approved
payattempt_00000595,invoice_00000541,pm_00000076,2025-11-01 00:00:00,1,2165.28,EUR,succeeded,,approved
payattempt_00000596,invoice_00000542,pm_00000076,2025-12-01 00:00:00,1,2165.28,EUR,succeeded,,approved
payattempt_00000597,invoice_00000543,pm_00000076,2026-01-01 00:00:00,1,2165.28,EUR,succeeded,,approved
payattempt_00000598,invoice_00000544,pm_00000076,2026-02-01 00:00:00,1,2165.28,EUR,succeeded,,approved
payattempt_00000599,invoice_00000545,pm_00000076,2026-03-01 00:00:00,1,2165.28,EUR,succeeded,,approved
payattempt_00000600,invoice_00000546,pm_00000076,2026-04-01 00:00:00,1,2165.28,EUR,succeeded,,approved
payattempt_00000601,invoice_00000547,pm_00000076,2026-05-01 00:00:00,1,2165.28,EUR,succeeded,,approved
payattempt_00000602,invoice_00000548,pm_00000076,2026-06-01 00:00:00,1,2165.28,EUR,succeeded,,approved
payattempt_00000603,invoice_00000549,pm_00000077,2025-04-30 00:00:00,1,127.23,EUR,failed,expired_card,54
payattempt_00000604,invoice_00000549,pm_00000077,2025-05-02 00:00:00,2,127.23,EUR,succeeded,,approved
payattempt_00000605,invoice_00000550,pm_00000077,2025-05-01 00:00:00,1,127.23,EUR,succeeded,,approved
payattempt_00000606,invoice_00000551,pm_00000077,2025-06-01 00:00:00,1,127.23,EUR,succeeded,,approved
payattempt_00000607,invoice_00000552,pm_00000077,2025-07-01 00:00:00,1,127.23,EUR,succeeded,,approved
payattempt_00000608,invoice_00000553,pm_00000077,2025-08-01 00:00:00,1,127.23,EUR,succeeded,,approved
payattempt_00000609,invoice_00000554,pm_00000077,2025-09-01 00:00:00,1,127.23,EUR,succeeded,,approved
payattempt_00000610,invoice_00000555,pm_00000077,2025-10-01 00:00:00,1,127.23,EUR,succeeded,,approved
payattempt_00000611,invoice_00000556,pm_00000077,2025-11-01 00:00:00,1,127.23,EUR,succeeded,,approved
payattempt_00000612,invoice_00000557,pm_00000077,2025-12-01 00:00:00,1,127.23,EUR,succeeded,,approved
payattempt_00000613,invoice_00000558,pm_00000077,2026-01-01 00:00:00,1,127.23,EUR,succeeded,,approved
payattempt_00000614,invoice_00000559,pm_00000077,2026-02-01 00:00:00,1,127.23,EUR,succeeded,,approved
payattempt_00000615,invoice_00000560,pm_00000077,2026-03-01 00:00:00,1,127.23,EUR,succeeded,,approved
payattempt_00000616,invoice_00000561,pm_00000077,2026-04-01 00:00:00,1,127.23,EUR,succeeded,,approved
payattempt_00000617,invoice_00000562,pm_00000077,2026-05-01 00:00:00,1,127.23,EUR,succeeded,,approved
payattempt_00000618,invoice_00000563,pm_00000077,2026-06-01 00:00:00,1,127.23,EUR,succeeded,,approved
payattempt_00000619,invoice_00000564,pm_00000078,2024-05-22 00:00:00,1,655.2,GBP,succeeded,,approved
payattempt_00000620,invoice_00000565,pm_00000078,2025-05-01 00:00:00,1,572.26,GBP,succeeded,,approved
payattempt_00000621,invoice_00000566,pm_00000078,2026-05-01 00:00:00,1,578.16,GBP,succeeded,,approved
payattempt_00000622,invoice_00000567,pm_00000079,2026-04-12 00:00:00,1,2098.13,PLN,succeeded,,approved
payattempt_00000623,invoice_00000568,pm_00000080,2024-09-28 00:00:00,1,14697.97,EUR,succeeded,,approved
payattempt_00000624,invoice_00000569,pm_00000080,2025-09-01 00:00:00,1,12953.76,EUR,succeeded,,approved
payattempt_00000625,invoice_00000570,pm_00000081,2024-09-08 00:00:00,1,3053.99,EUR,succeeded,,approved
payattempt_00000626,invoice_00000571,pm_00000081,2025-09-01 00:00:00,1,3298.36,EUR,succeeded,,approved
payattempt_00000627,invoice_00000572,pm_00000082,2026-05-26 00:00:00,1,2419.76,EUR,succeeded,,approved
payattempt_00000628,invoice_00000573,pm_00000083,2026-04-22 00:00:00,1,1504.8,EUR,succeeded,,approved
