payment_id,invoice_id,payment_attempt_id,captured_at,amount_local,currency_code,amount_eur,payment_status,settlement_date
payment_00000466,invoice_00000477,payattempt_00000528,2024-11-01 00:00:00,1686.18,SEK,147.5,captured,2024-11-03
payment_00000467,invoice_00000478,payattempt_00000529,2024-12-01 00:00:00,1705.36,SEK,147.5,captured,2024-12-03
payment_00000468,invoice_00000479,payattempt_00000530,2025-01-01 00:00:00,1689.36,SEK,147.5,captured,2025-01-03
payment_00000469,invoice_00000480,payattempt_00000531,2025-02-01 00:00:00,1714.14,SEK,147.5,captured,2025-02-03
payment_00000470,invoice_00000481,payattempt_00000532,2025-03-01 00:00:00,1734.51,SEK,147.5,captured,2025-03-03
payment_00000471,invoice_00000482,payattempt_00000534,2025-04-05 00:00:00,1854.44,SEK,159.3,captured,2025-04-07
payment_00000472,invoice_00000483,payattempt_00000535,2025-05-01 00:00:00,1841.54,SEK,159.3,captured,2025-05-03
payment_00000473,invoice_00000484,payattempt_00000536,2025-06-01 00:00:00,1797.2,SEK,159.3,captured,2025-06-03
payment_00000474,invoice_00000485,payattempt_00000537,2025-07-01 00:00:00,1512.57,SEK,133.65,captured,2025-07-03
payment_00000475,invoice_00000486,payattempt_00000538,2025-08-01 00:00:00,1533.29,SEK,133.65,captured,2025-08-03
payment_00000476,invoice_00000487,payattempt_00000539,2025-09-01 00:00:00,1553.72,SEK,133.65,captured,2025-09-03
payment_00000477,invoice_00000488,payattempt_00000540,2025-10-01 00:00:00,1594.09,SEK,133.65,captured,2025-10-03
payment_00000478,invoice_00000489,payattempt_00000541,2025-11-01 00:00:00,1604.6,SEK,133.65,captured,2025-11-03
payment_00000479,invoice_00000490,payattempt_00000542,2025-12-01 00:00:00,1573.35,SEK,133.65,captured,2025-12-03
payment_00000480,invoice_00000491,payattempt_00000543,2026-01-01 00:00:00,1551.02,SEK,133.65,captured,2026-01-03
payment_00000481,invoice_00000492,payattempt_00000544,2026-02-01 00:00:00,1526.73,SEK,133.65,captured,2026-02-03
payment_00000482,invoice_00000493,payattempt_00000545,2026-03-01 00:00:00,1521.22,SEK,133.65,captured,2026-03-03
payment_00000483,invoice_00000494,payattempt_00000546,2026-04-01 00:00:00,1497.73,SEK,133.65,captured,2026-04-03
payment_00000484,invoice_00000495,payattempt_00000547,2026-05-01 00:00:00,1509.1,SEK,133.65,captured,2026-05-03
payment_00000485,invoice_00000496,payattempt_00000548,2026-06-01 00:00:00,1506.8,SEK,133.65,captured,2026-06-03
payment_00000486,invoice_00000497,payattempt_00000549,2025-08-22 00:00:00,32077.7,EUR,32077.7,captured,2025-08-24
payment_00000487,invoice_00000498,payattempt_00000550,2024-03-04 00:00:00,489.29,EUR,489.29,captured,2024-03-06
payment_00000488,invoice_00000499,payattempt_00000551,2025-03-01 00:00:00,489.29,EUR,489.29,captured,2025-03-03
payment_00000489,invoice_00000500,payattempt_00000552,2026-03-01 00:00:00,528.41,EUR,528.41,captured,2026-03-03
payment_00000490,invoice_00000501,payattempt_00000553,2025-07-19 00:00:00,172636.8,NOK,13717.72,captured,2025-07-21
payment_00000491,invoice_00000502,payattempt_00000554,2025-02-02 00:00:00,3384.07,EUR,3384.07,captured,2025-02-04
payment_00000492,invoice_00000503,payattempt_00000555,2026-02-01 00:00:00,3654.82,EUR,3654.82,captured,2026-02-03
payment_00000493,invoice_00000504,payattempt_00000556,2026-06-16 00:00:00,515.52,EUR,515.52,captured,2026-06-18
payment_00000494,invoice_00000505,payattempt_00000557,2025-10-16 00:00:00,193440.81,EUR,193440.81,captured,2025-10-18
payment_00000495,invoice_00000506,payattempt_00000558,2026-05-05 00:00:00,48.62,EUR,48.62,captured,2026-05-07
payment_00000496,invoice_00000507,payattempt_00000559,2026-06-01 00:00:00,48.62,EUR,48.62,captured,2026-06-03
payment_00000497,invoice_00000508,payattempt_00000560,2026-02-04 00:00:00,737.7,EUR,737.7,captured,2026-02-06
payment_00000498,invoice_00000509,payattempt_00000561,2026-03-01 00:00:00,737.7,EUR,737.7,captured,2026-03-03
payment_00000499,invoice_00000510,payattempt_00000562,2026-04-01 00:00:00,737.7,EUR,737.7,captured,2026-04-03
payment_00000500,invoice_00000511,payattempt_00000563,2026-05-01 00:00:00,737.7,EUR,737.7,captured,2026-05-03
payment_00000501,invoice_00000512,payattempt_00000564,2026-06-01 00:00:00,737.7,EUR,737.7,captured,2026-06-03
payment_00000502,invoice_00000513,payattempt_00000565,2025-05-22 00:00:00,26292.05,EUR,26292.05,captured,2025-05-24
payment_00000503,invoice_00000514,payattempt_00000566,2026-05-01 00:00:00,29935.45,EUR,29935.45,captured,2026-05-03
payment_00000504,invoice_00000515,payattempt_00000567,2025-04-07 00:00:00,1164.19,DKK,179.4,captured,2025-04-09
payment_00000505,invoice_00000516,payattempt_00000568,2025-05-01 00:00:00,1147.25,DKK,179.4,captured,2025-05-03
payment_00000506,invoice_00000517,payattempt_00000569,2025-06-01 00:00:00,1129.89,DKK,179.4,captured,2025-06-03
payment_00000507,invoice_00000518,payattempt_00000570,2025-07-01 00:00:00,1078.14,DKK,179.4,captured,2025-07-03
payment_00000508,invoice_00000519,payattempt_00000571,2025-08-01 00:00:00,1080.8,DKK,179.4,captured,2025-08-03
payment_00000509,invoice_00000520,payattempt_00000572,2025-09-01 00:00:00,1080.51,DKK,179.4,captured,2025-09-03
payment_00000510,invoice_00000521,payattempt_00000573,2025-10-01 00:00:00,1071.05,DKK,179.4,captured,2025-10-03
payment_00000511,invoice_00000522,payattempt_00000574,2025-11-01 00:00:00,1071.05,DKK,179.4,captured,2025-11-03
payment_00000512,invoice_00000523,payattempt_00000575,2025-12-01 00:00:00,1078.62,DKK,179.4,captured,2025-12-03
payment_00000513,invoice_00000524,payattempt_00000576,2026-01-01 00:00:00,1071.05,DKK,179.4,captured,2026-01-03
payment_00000514,invoice_00000525,payattempt_00000577,2026-02-01 00:00:00,1084.45,DKK,179.4,captured,2026-02-03
payment_00000515,invoice_00000526,payattempt_00000578,2026-03-01 00:00:00,1071.05,DKK,179.4,captured,2026-03-03
payment_00000516,invoice_00000527,payattempt_00000579,2026-04-01 00:00:00,1071.05,DKK,179.4,captured,2026-04-03
payment_00000517,invoice_00000528,payattempt_00000580,2026-05-01 00:00:00,1071.05,DKK,179.4,captured,2026-05-03
payment_00000518,invoice_00000529,payattempt_00000581,2026-06-01 00:00:00,1104.31,DKK,179.4,captured,2026-06-03
payment_00000519,invoice_00000530,payattempt_00000582,2026-06-29 00:00:00,22222.35,EUR,22222.35,captured,2026-07-01
payment_00000520,invoice_00000531,payattempt_00000583,2025-10-20 00:00:00,4693.44,EUR,4693.44,captured,2025-10-22
payment_00000521,invoice_00000532,payattempt_00000584,2025-02-20 00:00:00,1250.69,EUR,1250.69,captured,2025-02-22
payment_00000522,invoice_00000533,payattempt_00000587,2025-03-09 00:00:00,1250.69,EUR,1250.69,captured,2025-03-11
payment_00000523,invoice_00000534,payattempt_00000588,2025-04-01 00:00:00,1454.85,EUR,1454.85,captured,2025-04-03
payment_00000524,invoice_00000535,payattempt_00000589,2025-05-01 00:00:00,1454.85,EUR,1454.85,captured,2025-05-03
payment_00000525,invoice_00000536,payattempt_00000590,2025-06-01 00:00:00,1454.85,EUR,1454.85,captured,2025-06-03
payment_00000526,invoice_00000537,payattempt_00000591,2025-07-01 00:00:00,1690.47,EUR,1690.47,captured,2025-07-03
payment_00000527,invoice_00000538,payattempt_00000592,2025-08-01 00:00:00,2165.28,EUR,2165.28,captured,2025-08-03
payment_00000528,invoice_00000539,payattempt_00000593,2025-09-01 00:00:00,2165.28,EUR,2165.28,captured,2025-09-03
payment_00000529,invoice_00000540,payattempt_00000594,2025-10-01 00:00:00,2165.28,EUR,2165.28,captured,2025-10-03
payment_00000530,invoice_00000541,payattempt_00000595,2025-11-01 00:00:00,2165.28,EUR,2165.28,captured,2025-11-03
payment_00000531,invoice_00000542,payattempt_00000596,2025-12-01 00:00:00,2165.28,EUR,2165.28,captured,2025-12-03
payment_00000532,invoice_00000543,payattempt_00000597,2026-01-01 00:00:00,2165.28,EUR,2165.28,captured,2026-01-03
payment_00000533,invoice_00000544,payattempt_00000598,2026-02-01 00:00:00,2165.28,EUR,2165.28,captured,2026-02-03
payment_00000534,invoice_00000545,payattempt_00000599,2026-03-01 00:00:00,2165.28,EUR,2165.28,captured,2026-03-03
payment_00000535,invoice_00000546,payattempt_00000600,2026-04-01 00:00:00,2165.28,EUR,2165.28,captured,2026-04-03
payment_00000536,invoice_00000547,payattempt_00000601,2026-05-01 00:00:00,2165.28,EUR,2165.28,captured,2026-05-03
payment_00000537,invoice_00000548,payattempt_00000602,2026-06-01 00:00:00,2165.28,EUR,2165.28,captured,2026-06-03
payment_00000538,invoice_00000549,payattempt_00000604,2025-05-02 00:00:00,127.23,EUR,127.23,captured,2025-05-04
payment_00000539,invoice_00000550,payattempt_00000605,2025-05-01 00:00:00,127.23,EUR,127.23,captured,2025-05-03
payment_00000540,invoice_00000551,payattempt_00000606,2025-06-01 00:00:00,127.23,EUR,127.23,captured,2025-06-03
payment_00000541,invoice_00000552,payattempt_00000607,2025-07-01 00:00:00,127.23,EUR,127.23,captured,2025-07-03
payment_00000542,invoice_00000553,payattempt_00000608,2025-08-01 00:00:00,127.23,EUR,127.23,captured,2025-08-03
payment_00000543,invoice_00000554,payattempt_00000609,2025-09-01 00:00:00,127.23,EUR,127.23,captured,2025-09-03
payment_00000544,invoice_00000555,payattempt_00000610,2025-10-01 00:00:00,127.23,EUR,127.23,captured,2025-10-03
payment_00000545,invoice_00000556,payattempt_00000611,2025-11-01 00:00:00,127.23,EUR,127.23,captured,2025-11-03
payment_00000546,invoice_00000557,payattempt_00000612,2025-12-01 00:00:00,127.23,EUR,127.23,captured,2025-12-03
payment_00000547,invoice_00000558,payattempt_00000613,2026-01-01 00:00:00,127.23,EUR,127.23,captured,2026-01-03
payment_00000548,invoice_00000559,payattempt_00000614,2026-02-01 00:00:00,127.23,EUR,127.23,captured,2026-02-03
payment_00000549,invoice_00000560,payattempt_00000615,2026-03-01 00:00:00,127.23,EUR,127.23,captured,2026-03-03
payment_00000550,invoice_00000561,payattempt_00000616,2026-04-01 00:00:00,127.23,EUR,127.23,captured,2026-04-03
payment_00000551,invoice_00000562,payattempt_00000617,2026-05-01 00:00:00,127.23,EUR,127.23,captured,2026-05-03
payment_00000552,invoice_00000563,payattempt_00000618,2026-06-01 00:00:00,127.23,EUR,127.23,captured,2026-06-03
payment_00000553,invoice_00000564,payattempt_00000619,2024-05-22 00:00:00,655.2,GBP,771.16,captured,2024-05-24
payment_00000554,invoice_00000565,payattempt_00000620,2025-05-01 00:00:00,572.26,GBP,674.26,captured,2025-05-03
payment_00000555,invoice_00000566,payattempt_00000621,2026-05-01 00:00:00,578.16,GBP,674.12,captured,2026-05-03
payment_00000556,invoice_00000567,payattempt_00000622,2026-04-12 00:00:00,2098.13,PLN,528.44,captured,2026-04-14
payment_00000557,invoice_00000568,payattempt_00000623,2024-09-28 00:00:00,14697.97,EUR,14697.97,captured,2024-09-30
payment_00000558,invoice_00000569,payattempt_00000624,2025-09-01 00:00:00,12953.76,EUR,12953.76,captured,2025-09-03
payment_00000559,invoice_00000570,payattempt_00000625,2024-09-08 00:00:00,3053.99,EUR,3053.99,captured,2024-09-10
payment_00000560,invoice_00000571,payattempt_00000626,2025-09-01 00:00:00,3298.36,EUR,3298.36,captured,2025-09-03
payment_00000561,invoice_00000572,payattempt_00000627,2026-05-26 00:00:00,2419.76,EUR,2419.76,captured,2026-05-28
payment_00000562,invoice_00000573,payattempt_00000628,2026-04-22 00:00:00,1504.8,EUR,1504.8,captured,2026-04-24
