activity_month,country_code,region_id,segment,active_accounts,active_users,sessions,work_orders_created,work_order_completion_rate,automation_adoption_rate,api_adoption_rate,average_feature_breadth
2026-03-01,NO,nordics,small,2,13,64,42,0.834096109839817,1.0,1.0,10.0
2026-03-01,PL,central_europe,medium,1,27,119,122,0.9180327868852459,1.0,1.0,10.0
2026-03-01,SE,nordics,medium,1,24,144,124,0.9193548387096774,1.0,1.0,10.0
2026-03-01,SE,nordics,micro,2,3,15,8,1.0,0.5,0.5,9.5
2026-03-01,SE,nordics,mid_market,1,31,166,187,0.9144385026737968,1.0,1.0,10.0
2026-03-01,SE,nordics,small,3,19,139,81,0.8496732026143791,1.0,0.6666666666666666,9.666666666666666
2026-04-01,AT,dach,medium,3,76,397,400,0.877549021151387,1.0,0.6666666666666666,9.666666666666666
2026-04-01,AT,dach,micro,2,3,22,7,0.875,0.0,0.0,7.5
2026-04-01,AT,dach,small,2,12,67,45,0.875,1.0,0.5,9.0
2026-04-01,BE,benelux,medium,1,33,191,162,0.9012345679012346,1.0,0.0,10.0
2026-04-01,BE,benelux,micro,1,3,20,5,1.0,0.0,0.0,8.0
2026-04-01,BE,benelux,mid_market,1,24,151,171,0.8830409356725146,1.0,1.0,10.0
2026-04-01,BE,benelux,small,1,6,43,22,0.7727272727272727,1.0,0.0,7.0
2026-04-01,CH,dach,medium,1,18,134,93,0.8924731182795699,1.0,1.0,10.0
2026-04-01,CH,dach,small,1,8,32,27,0.8888888888888888,1.0,0.0,10.0
2026-04-01,CZ,central_europe,medium,1,29,139,133,0.9172932330827067,1.0,1.0,10.0
2026-04-01,DE,dach,medium,4,112,635,481,0.8800757972003135,1.0,1.0,10.0
2026-04-01,DE,dach,micro,3,4,32,8,1.0,0.3333333333333333,0.0,7.666666666666667
2026-04-01,DE,dach,small,5,35,184,113,0.8355691367456073,1.0,0.2,8.2
2026-04-01,DK,nordics,small,1,3,24,11,0.6363636363636364,1.0,1.0,8.0
2026-04-01,ES,southern_europe,micro,1,4,18,10,0.8,1.0,0.0,7.0
2026-04-01,ES,southern_europe,mid_market,1,29,151,166,0.8975903614457831,1.0,1.0,10.0
2026-04-01,ES,southern_europe,small,2,20,109,65,0.8311195445920303,1.0,0.5,8.5
2026-04-01,FR,western_europe,enterprise,1,29,178,251,0.9083665338645418,1.0,1.0,10.0
2026-04-01,FR,western_europe,micro,3,5,39,18,0.9111111111111111,0.6666666666666666,0.0,7.0
2026-04-01,FR,western_europe,small,3,16,82,59,0.8151340996168582,1.0,0.3333333333333333,8.333333333333334
2026-04-01,GB,western_europe,enterprise,2,64,372,467,0.9434835226214857,1.0,1.0,10.0
2026-04-01,GB,western_europe,micro,1,2,14,6,0.8333333333333334,1.0,0.0,8.0
2026-04-01,GB,western_europe,small,3,19,104,56,0.8592592592592593,1.0,0.0,7.0
2026-04-01,IE,western_europe,micro,2,2,17,5,1.0,1.0,0.5,8.5
2026-04-01,IE,western_europe,mid_market,1,28,137,163,0.9079754601226994,1.0,1.0,10.0
2026-04-01,IT,southern_europe,enterprise,1,31,146,219,0.8995433789954338,1.0,1.0,10.0
2026-04-01,IT,southern_europe,medium,2,62,296,285,0.8559218559218559,1.0,1.0,10.0
2026-04-01,IT,southern_europe,micro,1,1,9,1,1.0,1.0,1.0,10.0
2026-04-01,NL,benelux,medium,1,31,155,117,0.8632478632478633,1.0,1.0,10.0
2026-04-01,NL,benelux,micro,4,5,37,17,0.8809523809523809,0.5,0.25,7.5
2026-04-01,NL,benelux,small,2,20,131,89,0.797112462006079,1.0,0.5,9.5
2026-04-01,NO,nordics,medium,1,29,146,124,0.8306451612903226,1.0,1.0,9.0
2026-04-01,NO,nordics,micro,1,2,13,6,0.8333333333333334,1.0,1.0,7.0
2026-04-01,NO,nordics,small,2,14,88,44,0.9089026915113871,1.0,1.0,9.5
2026-04-01,PL,central_europe,medium,1,15,85,74,0.8513513513513513,1.0,1.0,10.0
2026-04-01,PL,central_europe,micro,1,1,9,5,0.8,0.0,0.0,8.0
2026-04-01,SE,nordics,medium,1,28,147,129,0.9069767441860465,1.0,1.0,10.0
2026-04-01,SE,nordics,micro,2,4,31,4,1.0,0.0,0.5,8.0
2026-04-01,SE,nordics,mid_market,1,24,121,156,0.8846153846153846,1.0,1.0,10.0
2026-04-01,SE,nordics,small,3,20,101,67,0.8626373626373626,1.0,0.6666666666666666,10.0
2026-05-01,AT,dach,medium,3,68,328,283,0.8740970451422315,1.0,0.6666666666666666,9.666666666666666
2026-05-01,AT,dach,micro,2,3,13,8,1.0,0.0,0.0,7.5
2026-05-01,AT,dach,small,3,26,141,93,0.8607180293501049,1.0,0.6666666666666666,9.666666666666666
2026-05-01,BE,benelux,medium,1,31,167,141,0.8794326241134752,1.0,0.0,9.0
2026-05-01,BE,benelux,micro,1,3,14,2,1.0,0.0,0.0,9.0
2026-05-01,BE,benelux,mid_market,1,28,168,160,0.91875,1.0,1.0,10.0
2026-05-01,BE,benelux,small,1,6,27,14,0.7142857142857143,1.0,0.0,8.0
2026-05-01,CH,dach,medium,1,30,195,190,0.9210526315789473,1.0,1.0,10.0
2026-05-01,CH,dach,small,1,11,52,24,0.9166666666666666,1.0,0.0,10.0
2026-05-01,CZ,central_europe,medium,1,30,134,130,0.8307692307692308,1.0,1.0,10.0
2026-05-01,DE,dach,medium,4,96,487,459,0.8882126486394475,1.0,1.0,9.75
2026-05-01,DE,dach,micro,4,5,38,19,0.9375,0.5,0.25,8.0
2026-05-01,DE,dach,small,5,33,188,135,0.8400101851073174,0.8,0.2,8.8
2026-05-01,DK,nordics,small,1,3,24,11,0.8181818181818182,1.0,1.0,9.0
2026-05-01,ES,southern_europe,micro,1,4,19,11,0.8181818181818182,1.0,0.0,10.0
2026-05-01,ES,southern_europe,mid_market,1,28,146,139,0.8848920863309353,1.0,1.0,10.0
2026-05-01,ES,southern_europe,small,2,21,136,59,0.8777641277641277,1.0,0.5,9.5
2026-05-01,FR,western_europe,enterprise,1,30,141,203,0.9310344827586207,1.0,1.0,10.0
2026-05-01,FR,western_europe,micro,3,6,22,17,0.8888888888888888,0.6666666666666666,0.0,8.333333333333334
2026-05-01,FR,western_europe,small,3,13,74,49,0.9126984126984127,1.0,0.3333333333333333,9.0
2026-05-01,GB,western_europe,enterprise,2,56,250,395,0.9194593035452067,1.0,1.0,10.0
2026-05-01,GB,western_europe,micro,2,5,34,8,0.875,1.0,0.0,8.0
2026-05-01,GB,western_europe,small,3,16,94,60,0.7619047619047619,1.0,0.0,6.666666666666667
2026-05-01,IE,western_europe,micro,2,3,17,3,1.0,0.0,0.5,8.5
2026-05-01,IE,western_europe,mid_market,1,32,182,213,0.892018779342723,1.0,1.0,10.0
2026-05-01,IT,southern_europe,enterprise,1,30,192,226,0.911504424778761,1.0,1.0,10.0
2026-05-01,IT,southern_europe,medium,2,46,240,225,0.8849137931034483,1.0,1.0,9.0
2026-05-01,IT,southern_europe,micro,1,1,8,3,1.0,1.0,1.0,10.0
2026-05-01,NL,benelux,medium,1,33,170,163,0.8957055214723927,1.0,1.0,10.0
2026-05-01,NL,benelux,micro,4,4,40,14,0.95,0.5,0.25,8.0
2026-05-01,NL,benelux,small,3,18,113,68,0.7919389978213508,1.0,0.6666666666666666,8.666666666666666
2026-05-01,NO,nordics,medium,1,30,155,138,0.8913043478260869,1.0,1.0,10.0
2026-05-01,NO,nordics,micro,2,5,26,12,0.8888888888888888,1.0,1.0,9.0
2026-05-01,NO,nordics,small,2,15,79,48,0.851304347826087,1.0,1.0,10.0
2026-05-01,PL,central_europe,medium,1,29,178,148,0.8716216216216216,1.0,1.0,10.0
2026-05-01,PL,central_europe,micro,1,1,6,7,0.8571428571428571,1.0,0.0,8.0
2026-05-01,SE,nordics,medium,1,30,153,150,0.8733333333333333,1.0,1.0,10.0
2026-05-01,SE,nordics,micro,2,4,28,10,0.9166666666666667,1.0,0.5,8.5
2026-05-01,SE,nordics,mid_market,1,29,154,189,0.9206349206349206,1.0,1.0,10.0
2026-05-01,SE,nordics,small,3,14,85,61,0.882051282051282,1.0,0.6666666666666666,9.333333333333334
2026-06-01,AT,dach,medium,3,82,477,397,0.8897658527195732,1.0,0.6666666666666666,9.666666666666666
2026-06-01,AT,dach,micro,2,3,16,11,0.7166666666666667,1.0,0.0,6.5
2026-06-01,AT,dach,small,3,25,130,93,0.8397454233409611,1.0,0.6666666666666666,9.0
2026-06-01,BE,benelux,medium,1,22,118,90,0.9,1.0,0.0,10.0
2026-06-01,BE,benelux,micro,1,3,15,9,1.0,1.0,0.0,9.0
2026-06-01,BE,benelux,mid_market,1,33,206,224,0.9241071428571429,1.0,1.0,10.0
2026-06-01,BE,benelux,small,1,7,49,23,0.8260869565217391,1.0,0.0,8.0
2026-06-01,CH,dach,medium,1,29,138,109,0.9357798165137615,1.0,1.0,10.0
2026-06-01,CH,dach,small,1,7,43,28,0.8571428571428571,1.0,0.0,10.0
2026-06-01,CZ,central_europe,medium,1,31,186,136,0.8161764705882353,1.0,1.0,9.0
2026-06-01,DE,dach,medium,4,109,498,511,0.8899061269548114,1.0,1.0,10.0
2026-06-01,DE,dach,micro,4,5,28,11,0.9375,0.5,0.25,8.75
2026-06-01,DE,dach,mid_market,1,26,163,153,0.9215686274509803,1.0,1.0,10.0
2026-06-01,DE,dach,small,5,35,200,124,0.8274053724053724,1.0,0.2,8.4
2026-06-01,DK,nordics,small,1,4,19,7,0.8571428571428571,1.0,1.0,9.0
2026-06-01,ES,southern_europe,micro,1,3,16,5,0.8,1.0,0.0,9.0
2026-06-01,ES,southern_europe,mid_market,1,26,149,150,0.8866666666666667,1.0,1.0,10.0
2026-06-01,ES,southern_europe,small,2,19,120,58,0.8973214285714286,1.0,0.5,9.0
2026-06-01,FR,western_europe,enterprise,1,26,144,220,0.8954545454545455,1.0,1.0,10.0
2026-06-01,FR,western_europe,micro,4,9,59,25,0.8819444444444444,1.0,0.0,7.75
2026-06-01,FR,western_europe,small,3,15,105,57,0.8801790801790802,1.0,0.3333333333333333,8.333333333333334
2026-06-01,GB,western_europe,enterprise,2,58,287,393,0.9097189695550352,1.0,1.0,10.0
2026-06-01,GB,western_europe,micro,2,6,32,17,0.9090909090909092,0.5,0.0,7.5
2026-06-01,GB,western_europe,small,4,32,147,122,0.8478433402346446,1.0,0.0,8.0
2026-06-01,IE,western_europe,micro,2,3,18,10,1.0,1.0,0.5,9.0
2026-06-01,IE,western_europe,mid_market,1,33,213,230,0.8913043478260869,1.0,1.0,10.0
2026-06-01,IT,southern_europe,enterprise,1,33,194,240,0.8583333333333333,1.0,1.0,10.0
2026-06-01,IT,southern_europe,medium,3,76,382,347,0.8553811787616702,1.0,1.0,9.666666666666666
2026-06-01,IT,southern_europe,micro,1,1,5,7,1.0,1.0,1.0,10.0
2026-06-01,NL,benelux,medium,1,33,134,138,0.8768115942028986,1.0,1.0,10.0
2026-06-01,NL,benelux,micro,4,5,29,13,0.8888888888888888,0.0,0.25,7.75
2026-06-01,NL,benelux,small,3,25,132,82,0.8320906432748538,1.0,0.6666666666666666,8.333333333333334
2026-06-01,NO,nordics,medium,1,33,198,183,0.9180327868852459,1.0,1.0,10.0
2026-06-01,NO,nordics,micro,2,5,23,14,0.8888888888888888,1.0,1.0,7.5
2026-06-01,NO,nordics,small,2,13,72,52,0.8273809523809523,1.0,1.0,9.0
2026-06-01,PL,central_europe,medium,1,30,132,161,0.8695652173913043,1.0,1.0,10.0
2026-06-01,PL,central_europe,micro,1,1,10,1,1.0,0.0,0.0,9.0
2026-06-01,SE,nordics,medium,1,27,164,145,0.903448275862069,1.0,1.0,10.0
2026-06-01,SE,nordics,micro,2,4,30,9,0.875,0.5,0.5,8.5
2026-06-01,SE,nordics,small,3,16,96,56,0.9057017543859649,1.0,0.6666666666666666,9.0
